    2       1.495434315119e-10       7.309043192786e-15       4.815183701554e-13       0.000000000000e+00       8.628846551888e-09       4.854730649079e-10      -2.515859754482e-12 
    3       1.409373219086e-10       1.238793239173e-14       6.068735225549e-13       0.000000000000e+00       5.411171186612e-09       3.469591712885e-10      -2.211510557208e-12 
    4       1.324628725133e-10       1.446512792828e-14       6.277969848731e-13       0.000000000000e+00       3.776344175808e-09       2.639813515456e-10      -1.764115094092e-12 
    5       1.257502053104e-10       1.337853936262e-14       5.879551312734e-13       0.000000000000e+00       2.821691792562e-09       2.093754216503e-10      -1.309529014471e-12 
    6       1.208024768973e-10       1.032310993843e-14       5.174001047373e-13       0.000000000000e+00       2.204700981240e-09       1.709273156592e-10      -8.948467813125e-13 
    7       1.173302003540e-10       6.841601568588e-15       4.365321077723e-13       0.000000000000e+00       1.777566451137e-09       1.425560699182e-10      -5.443860530649e-13 
    8       1.150045506900e-10       4.042374676506e-15       3.576611916427e-13       0.000000000000e+00       1.467639954831e-09       1.208849956586e-10      -2.689336156858e-13 
    9       1.135825266521e-10       2.336358091153e-15       2.880609409971e-13       0.000000000000e+00       1.234611667029e-09       1.038693308537e-10      -7.009992860355e-14 
   10       1.128517191023e-10       1.571654965878e-15       2.317798419087e-13       0.000000000000e+00       1.054942096404e-09       9.026261371176e-11       5.745620353457e-14 
   11       1.126684428746e-10       1.345906314721e-15       1.905565359043e-13       0.000000000000e+00       8.875152841849e-10       7.950588476174e-11       1.233293999915e-13 
   12       1.129348301968e-10       1.288311625635e-15       1.640645523138e-13       0.000000000000e+00       7.754466893771e-10       7.028919608972e-11       1.421598791809e-13 
   13       1.135171984803e-10       1.200674572697e-15       1.505314908156e-13       0.000000000000e+00       6.834548502821e-10       6.274763523173e-11       1.277325529232e-13 
   14       1.143224414506e-10       1.054791232642e-15       1.474053445281e-13       0.000000000000e+00       6.069179565085e-10       5.619329728302e-11       9.279536347653e-14 
   15       1.153527844506e-10       9.105390808415e-16       1.516740164421e-13       0.000000000000e+00       5.424965471943e-10       5.071736941939e-11       4.959352283284e-14 
   16       1.165859626703e-10       8.293949689369e-16       1.602901159787e-13       0.000000000000e+00       4.877253386028e-10       4.609018943608e-11       7.232550766590e-15 
   17       1.179155153373e-10       8.287729959850e-16       1.707820707377e-13       0.000000000000e+00       4.407420138849e-10       4.210390848178e-11      -2.792960424474e-14 
   18       1.193608237599e-10       8.811653531124e-16       1.812766325545e-13       0.000000000000e+00       3.999629697217e-10       3.855670116988e-11      -5.233429865900e-14 
   19       1.209311748373e-10       9.538900778428e-16       1.907939413573e-13       0.000000000000e+00       3.647429407522e-10       3.542087674237e-11      -6.510200452502e-14 
   20       1.225624115256e-10       1.013470578764e-15       1.985942990209e-13       0.000000000000e+00       3.337228456721e-10       3.265198328579e-11      -6.706943415172e-14 
   21       1.242674019503e-10       1.062832509142e-15       2.047562522866e-13       0.000000000000e+00       3.064155084284e-10       3.020754110956e-11      -6.038567382223e-14 
   22       1.260494902813e-10       1.120086387903e-15       2.097303660460e-13       0.000000000000e+00       2.821682478117e-10       2.800499653918e-11      -4.840897600926e-14 
   23       1.278962896655e-10       1.204630178885e-15       2.139660331569e-13       0.000000000000e+00       2.606477900596e-10       2.601011149946e-11      -3.407752745142e-14 
   24       1.297727443361e-10       1.335066153869e-15       2.179857006588e-13       0.000000000000e+00       2.413566152727e-10       2.418556539995e-11      -2.047607342583e-14 
   25       1.316966652751e-10       1.511802530265e-15       2.222813078659e-13       0.000000000000e+00       2.240679739773e-10       2.254044839133e-11      -9.446658752849e-15 
   26       1.336826631029e-10       1.727820827623e-15       2.272945325812e-13       0.000000000000e+00       2.084691764880e-10       2.107830332546e-11      -2.332238564074e-15 
   27       1.357129786606e-10       1.976706614206e-15       2.330482758925e-13       0.000000000000e+00       1.943731168652e-10       1.976797803057e-11       6.603768475800e-16 
   28       1.377525284010e-10       2.252054001612e-15       2.393626303183e-13       0.000000000000e+00       1.815367433968e-10       1.856047239526e-11      -9.662230625641e-17 
   29       1.398103937355e-10       2.553378498756e-15       2.459329898024e-13       0.000000000000e+00       1.698945096177e-10       1.745110275087e-11      -3.800958195072e-15 
   30       1.418995475452e-10       2.881921401238e-15       2.523210078672e-13       0.000000000000e+00       1.593214302606e-10       1.644005592326e-11      -9.225037695190e-15 
   31       1.440225674520e-10       3.238304571608e-15       2.580103854163e-13       0.000000000000e+00       1.496018804936e-10       1.551831200697e-11      -1.492723114416e-14 
   32       1.461823608127e-10       3.620416616491e-15       2.626300008509e-13       0.000000000000e+00       1.406856931548e-10       1.467731519295e-11      -2.002909814847e-14 
   33       1.483727336948e-10       4.024634122671e-15       2.658036877371e-13       0.000000000000e+00       1.325098490294e-10       1.390102687636e-11      -2.370206693660e-14 
   34       1.505813882679e-10       4.447809804450e-15       2.671663318470e-13       0.000000000000e+00       1.249599786287e-10       1.316935061735e-11      -2.518656625863e-14 
   35       1.528152822878e-10       4.892535890520e-15       2.666363290058e-13       0.000000000000e+00       1.179974617783e-10       1.248235957166e-11      -2.459241821373e-14 
   36       1.550824966197e-10       5.363788314383e-15       2.642403480668e-13       0.000000000000e+00       1.115664653279e-10       1.184366011109e-11      -2.238952474757e-14 
   37       1.573856718501e-10       5.866733840342e-15       2.600490872236e-13       0.000000000000e+00       1.055833223579e-10       1.125391302974e-11      -1.915157304521e-14 
   38       1.597250832985e-10       6.403699118652e-15       2.541925529303e-13       0.000000000000e+00       1.000325813962e-10       1.071167785035e-11      -1.535800873850e-14 
