    2       2.432730569227e-10       1.742241093187e-15       4.732035229758e-13       0.000000000000e+00       1.997312342253e-08      -1.386655401078e-09      -1.520451630900e-12 
    3       1.943020709115e-10       3.318675517246e-15       5.087462399450e-13       0.000000000000e+00       1.311757666262e-08      -9.097899562927e-10      -1.326876718506e-12 
    4       1.688926027450e-10       4.635314327110e-15       5.036187929742e-13       0.000000000000e+00       9.484463702334e-09      -6.635670370083e-10      -1.132592377243e-12 
    5       1.535624809786e-10       5.275751538824e-15       4.726612751004e-13       0.000000000000e+00       7.289880083908e-09      -5.149735385687e-10      -9.380929120779e-13 
    6       1.434624291278e-10       5.154449160923e-15       4.278507968300e-13       0.000000000000e+00       5.838784078242e-09      -4.162720887581e-10      -7.512889176456e-13 
    7       1.364649274970e-10       4.443466498691e-15       3.778622367291e-13       0.000000000000e+00       4.814289861235e-09      -3.462386907182e-10      -5.788684978345e-13 
    8       1.314887570117e-10       3.436294549898e-15       3.284592181018e-13       0.000000000000e+00       4.057185793466e-09      -2.943171212186e-10      -4.253854375299e-13 
    9       1.279043270174e-10       2.420401115173e-15       2.832432810690e-13       0.000000000000e+00       3.479616698313e-09      -2.542639503911e-10      -2.935688247829e-13 
   10       1.253423886756e-10       1.595551004531e-15       2.443140694101e-13       0.000000000000e+00       3.027458911429e-09      -2.226361754740e-10      -1.847215247958e-13 
   11       1.235327169216e-10       1.046533797133e-15       2.127549855801e-13       0.000000000000e+00       2.259235983728e-09      -1.881916541877e-10      -1.008167589925e-13 
   12       1.222967227919e-10       7.594378153168e-16       1.889528723875e-13       0.000000000000e+00       1.983016182547e-09      -1.675394457226e-10      -3.716325960791e-14 
   13       1.214879864100e-10       6.615450940988e-16       1.728029477040e-13       0.000000000000e+00       1.756076024581e-09      -1.501222145295e-10       6.505861438692e-15 
   14       1.210416783255e-10       6.648045473093e-16       1.638211646546e-13       0.000000000000e+00       1.567054754334e-09      -1.355755858076e-10       3.207181312245e-14 
   15       1.208571971457e-10       6.984341761168e-16       1.612430046846e-13       0.000000000000e+00       1.407742084000e-09      -1.230483778895e-10       4.323534531009e-14 
   16       1.208994493844e-10       7.242316484178e-16       1.640951915849e-13       0.000000000000e+00       1.272068721632e-09      -1.121102870933e-10       4.323907481837e-14 
   17       1.210980018251e-10       7.356369123768e-16       1.713031864906e-13       0.000000000000e+00       1.155469432008e-09      -1.026325453572e-10       3.516460511517e-14 
   18       1.214733980574e-10       7.464868732973e-16       1.817524659235e-13       0.000000000000e+00       1.054452598039e-09      -9.443313213676e-11       2.218889469621e-14 
   19       1.219599166541e-10       7.777227913276e-16       1.943607816893e-13       0.000000000000e+00       9.660635669565e-10      -8.720255426203e-11       7.235102291156e-15 
   20       1.225460622124e-10       8.416858902897e-16       2.083172612155e-13       0.000000000000e+00       8.888688486562e-10      -8.080593870264e-11      -7.799275879643e-15 
   21       1.231959587339e-10       9.458291595142e-16       2.227062796682e-13       0.000000000000e+00       8.204007410463e-10      -7.504348493976e-11      -2.115268243042e-14 
   22       1.239188188852e-10       1.085672648811e-15       2.369860718829e-13       0.000000000000e+00       7.596922793531e-10      -6.988325806765e-11      -3.176448726500e-14 
   23       1.247053838256e-10       1.250921131731e-15       2.507068911632e-13       0.000000000000e+00       7.053900100768e-10      -6.526688776881e-11      -3.893239283561e-14 
   24       1.255441601008e-10       1.434354056209e-15       2.636388970556e-13       0.000000000000e+00       6.568227138257e-10      -6.110291478497e-11      -4.258606273820e-14 
   25       1.264046688903e-10       1.629991282482e-15       2.756447547097e-13       0.000000000000e+00       6.130067857432e-10      -5.726035846164e-11      -4.303952741960e-14 
   26       1.272969434268e-10       1.839415069435e-15       2.867136952607e-13       0.000000000000e+00       5.734786555991e-10      -5.377294180458e-11      -4.076655249739e-14 
   27       1.282270682565e-10       2.067482887492e-15       2.969101388689e-13       0.000000000000e+00       5.375901568705e-10      -5.067929445682e-11      -3.646020327077e-14 
   28       1.291901052843e-10       2.320887685405e-15       3.063509993553e-13       0.000000000000e+00       5.049544335912e-10      -4.789021845754e-11      -3.088132881609e-14 
   29       1.301679598450e-10       2.606636158150e-15       3.151867132706e-13       0.000000000000e+00       4.750694418481e-10      -4.526658990248e-11      -2.488117249237e-14 
   30       1.311614480729e-10       2.926939677112e-15       3.235124837554e-13       0.000000000000e+00       4.477993629660e-10      -4.279546740088e-11      -1.901681404725e-14 
   31       1.321642141946e-10       3.282224699878e-15       3.314264375050e-13       0.000000000000e+00       4.228787887530e-10      -4.048748961193e-11      -1.383389084443e-14 
   32       1.331609084171e-10       3.672354478157e-15       3.390236374358e-13       0.000000000000e+00       3.998518081356e-10      -3.833956198872e-11      -9.874205590918e-15 
   33       1.341608869586e-10       4.096627537727e-15       3.462895813145e-13       0.000000000000e+00       3.786140162216e-10      -3.635471863605e-11      -7.287133688751e-15 
   34       1.351745021364e-10       4.553686780431e-15       3.531659111843e-13       0.000000000000e+00       3.590302174386e-10      -3.452645800696e-11      -6.071561293040e-15 
   35       1.362042694933e-10       5.042194646464e-15       3.595694309667e-13       0.000000000000e+00       3.408540780629e-10      -3.283711575018e-11      -6.151969887749e-15 
   36       1.372485876113e-10       5.563353228475e-15       3.653683945868e-13       0.000000000000e+00       3.240032717095e-10      -3.127587583463e-11      -7.310611538641e-15 
   37       1.382975024190e-10       6.119241152171e-15       3.703942550794e-13       0.000000000000e+00       3.083560542358e-10      -2.982473601741e-11      -9.220868361281e-15 
